Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
1286.5883679494002,Toshiba,2 in 1 Convertible,33.5,1366x768,AMD A6-Series 7310 2GHz,16GB,180GB SSD,AMD Radeon R9 M385,Windows 7,2.05kg,24617.191325419546
223.09853605450843,Acer,Workstation,33.5,IPS Panel Full HD 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,8GB SSD,AMD Radeon R5 M430,Chrome OS,4.5kg,257793.982698115
772.0377867699431,Lenovo,2 in 1 Convertible,14,2560x1440,Intel Xeon E3-1505M V6 3GHz,64GB,128GB SSD +  2TB HDD,Nvidia GeForce GTX 940MX,Windows 7,2.24kg,216585.51613280256
688.487641146181,Apple,Ultrabook,13.5,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 7500U 2.7GHz,12GB,500GB HDD,Nvidia GeForce GTX 970M,Chrome OS,2.69kg,231645.31272032703
1269.5062755961756,Lenovo,Netbook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980 ,Windows 10 S,2.03kg,49047.48630685732
692.1771104014074,Asus,Netbook,13.9,Touchscreen / Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,512GB SSD +  256GB SSD,AMD Radeon R7 M465,Mac OS X,2.75kg,50033.1141994128
574.3739222968723,Chuwi,Netbook,35.6,Quad HD+ / Touchscreen 3200x1800,Intel Core M 7Y30 1.0GHz,16GB,?,AMD Radeon R9 M385,Mac OS X,2.26kg,130593.73744939879
986.9575014606409,Vero,Ultrabook,15.6,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.50GHz,8GB,256GB SSD,Nvidia GeForce GTX 960M,No OS,3.74kg,60998.78310116319
919.9753946136403,Fujitsu,Gaming,11.3,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,AMD A6-Series A6-9220 2.5GHz,32GB,32GB Flash Storage,AMD R17M-M1-70,Windows 10 S,1.78kg,286258.17242155084
820.0128300002004,MSI,2 in 1 Convertible,31.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,24GB,256GB SSD +  256GB SSD,AMD Radeon R5,Android,1.96kg,138607.63271246362
716.54146845034,Chuwi,Workstation,35.6,IPS Panel Retina Display 2880x1800,Intel Core M 1.1GHz,2GB,8GB SSD,Nvidia GeForce MX150,Android,1.18kg,141854.5816385095
550.7736434087159,Apple,Netbook,27.3,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,4GB,128GB Flash Storage,AMD Radeon R7 M465,Windows 10 S,8.23kg,187457.4982963044
185.99741525215168,Fujitsu,Ultrabook,25.6,IPS Panel Retina Display 2304x1440,AMD A6-Series 7310 2GHz,64GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 960M,Windows 10,1.19kg,296795.23234897014
1142.2359285514644,Asus,Netbook,10.1,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7820HK 2.9GHz,64GB,64GB Flash Storage,Nvidia GeForce GTX 960,Mac OS X,1.89kg,47379.12654207306
749.2251543156794,Xiaomi,Notebook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Pentium Dual Core 4405U 2.1GHz,4GB,240GB SSD,Intel HD Graphics 510,Windows 10 S,2.59kg,158931.5175604068
1254.6830630352467,LG,2 in 1 Convertible,13.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6920HQ 2.9GHz,6GB,256GB SSD +  256GB SSD,Nvidia GeForce 940M,Mac OS X,1.25kg,300390.2436497601
292.0128987974527,Samsung,Workstation,15,IPS Panel Touchscreen 1920x1200,Intel Core i7 7700HQ 2.8GHz,2GB,1TB SSD +  1TB HDD,Intel HD Graphics 515,Chrome OS,2.08kg,175938.27724828618
819.7825452537862,Fujitsu,Gaming,11.6,Touchscreen / Quad HD+ 3200x1800,Intel Core i5 7Y57 1.2GHz,1GB,240GB SSD,AMD Radeon R5 430,No OS,1.19kg,309478.0523105973
127.83083438739226,Razer,Gaming,?,Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,64GB,512GB Flash Storage,AMD Radeon Pro 455,Windows 10,3.78kg,98928.13681951359
927.0708469737458,Xiaomi,Netbook,11.3,IPS Panel Full HD 1366x768,Intel Core i7 2.2GHz,1GB,256GB SSD +  1TB HDD,Nvidia GeForce 920MX,Android,0.920kg,137768.1480618836
232.98065019454458,Toshiba,Notebook,12,IPS Panel Touchscreen 2400x1600,AMD E-Series E2-9000e 1.5GHz,2GB,8GB SSD,AMD Radeon R9 M385,No OS,0.99kg,94697.90609886294
982.968137563658,MSI,Gaming,18.4,IPS Panel Retina Display 2736x1824,AMD A4-Series 7210 2.2GHz,1GB,256GB Flash Storage,Nvidia Quadro M520M,Chrome OS,3kg,143821.3455310405
123.78139558453195,Chuwi,Workstation,12.3,1600x900,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD +  2TB HDD,Intel HD Graphics 5300,Windows 10 S,1.12kg,128308.8814210549
1225.0047987498992,Google,2 in 1 Convertible,?,Touchscreen 2256x1504,Intel Core i5 7440HQ 2.8GHz,64GB,256GB SSD +  500GB HDD,Nvidia Quadro M2200,Windows 7,2.99kg,106545.6783095298
231.51348719738306,MSI,Netbook,17.3,Touchscreen 2256x1504,Intel Celeron Dual Core N3350 1.1GHz,32GB,256GB Flash Storage,Nvidia GeForce GTX1080,Chrome OS,2.04kg,314972.3332537916
29.34606880673749,Dell,Gaming,33.5,Touchscreen 2560x1440,Intel Core i7 7Y75 1.3GHz,24GB,2TB HDD,Nvidia GeForce GTX 1050M,Windows 7,1.3kg,37706.83963390403
17.989102159292976,Asus,2 in 1 Convertible,13.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 6500U 2.5GHz,6GB,64GB Flash Storage +  1TB HDD,Nvidia GeForce GTX 970M,Linux,1.70kg,158765.4173871582
161.6913760317571,Razer,Netbook,15,IPS Panel Retina Display 2736x1824,AMD A9-Series 9410 2.9GHz,6GB,500GB HDD,Nvidia Quadro M2200,Mac OS X,1.17kg,17898.007078379873
1243.7489416893413,Asus,2 in 1 Convertible,?,IPS Panel 1366x768,AMD A8-Series 7410 2.2GHz,1GB,180GB SSD,Nvidia GeForce 930MX ,Chrome OS,2.56kg,209549.76394894885
53.702219742196704,Google,Gaming,13,Touchscreen / Quad HD+ 3200x1800,Intel Core M M7-6Y75 1.2GHz,8GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.35kg,111982.76302198341
172.6682135031576,Huawei,Netbook,14.1,Touchscreen 2560x1440,Intel Core i7 7500U 2.5GHz,4GB,2TB HDD,Nvidia GeForce GT 940MX,Mac OS X,3.35kg,26076.475242043154
658.3969506963491,Dell,Notebook,10.1,Touchscreen / Quad HD+ 3200x1800,AMD FX 9830P 3GHz,32GB,2TB HDD,AMD Radeon R4,macOS,2.16kg,55081.19052833537
931.6019520170659,Microsoft,Workstation,17.3,Touchscreen 2400x1600,Intel Core i5 7200U 2.70GHz,6GB,512GB SSD +  1TB HDD,Intel HD Graphics 515,Mac OS X,6.2kg,202374.35487387958
65.30377820736884,Acer,Gaming,14,1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,128GB SSD +  2TB HDD,AMD Radeon R5 520,Windows 10,2.94kg,180986.97061961927
264.29562191882883,Asus,Workstation,25.6,Touchscreen 2560x1440,Intel Core i7 2.9GHz,1GB,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Mac OS X,2.94kg,215150.30343367168
786.8737172810986,Mediacom,Workstation,27.3,IPS Panel Full HD 1366x768,Intel Core i7 6820HK 2.7GHz,1GB,1TB HDD +  1TB HDD,Nvidia GeForce 920M,Windows 10,1.70kg,245806.21519451516
609.5544395853296,Razer,2 in 1 Convertible,27.3,Touchscreen 2400x1600,AMD FX 9830P 3GHz,64GB,256GB SSD +  2TB HDD,Intel HD Graphics 400,Windows 7,1.58kg,264604.5846971504
1177.5976704630305,Asus,Netbook,18.4,2560x1440,Intel Pentium Quad Core N3710 1.6GHz,24GB,512GB SSD +  256GB SSD,Nvidia GeForce GT 940MX,Mac OS X,0.920kg,81891.17012432183
202.86333632829692,Acer,Ultrabook,10.1,IPS Panel Full HD 1366x768,Intel Core i5 2.9GHz,8GB,64GB Flash Storage +  1TB HDD,Nvidia GeForce 920M,Linux,1.62kg,139929.44703586333
169.89361791519508,HP,2 in 1 Convertible,17.3,IPS Panel Touchscreen 2560x1440,AMD Ryzen 1600 3.2GHz,8GB,240GB SSD,Intel HD Graphics 500,Windows 10,2.2kg,74321.36237608136
1127.3576038973447,Microsoft,Ultrabook,17,1366x768,AMD A12-Series 9700P 2.5GHz,1GB,128GB HDD,Nvidia GeForce 940M,Windows 10,1.18kg,52632.07055076243
1044.2422226039455,LG,Gaming,24,IPS Panel Touchscreen 1366x768,AMD A9-Series A9-9420 3GHz,2GB,128GB SSD,Nvidia GeForce GTX 980 ,No OS,1.79kg,206423.37201160897
736.4170571992295,Acer,Notebook,17.3,IPS Panel Touchscreen 2560x1440,AMD A12-Series 9700P 2.5GHz,1GB,512GB SSD +  512GB SSD,Nvidia Quadro M2200M,macOS,4.0kg,72690.25025127792
555.0826067076698,Apple,Notebook,13.3,4K Ultra HD 3840x2160,Intel Core i5 2.3GHz,4GB,32GB Flash Storage,AMD Radeon R2,Windows 10,2.34kg,204030.30350207342
661.639251132283,Fujitsu,Notebook,14.1,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6200U 2.3GHz,1GB,512GB SSD +  1.0TB Hybrid,AMD Radeon R7 M440,Mac OS X,4.1kg,52419.44777557601
294.75375804683586,Asus,Ultrabook,11.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core M 1.1GHz,16GB,64GB SSD,Nvidia GeForce GTX 940M,Android,2.04kg,119124.51208153434
107.60050061159744,Microsoft,Notebook,13.9,IPS Panel Retina Display 2560x1600,Intel Core i3 7100U 2.4GHz,24GB,256GB SSD +  2TB HDD,Intel HD Graphics 515,Windows 7,2kg,27667.73364471728
1066.6847510345503,Dell,Gaming,17,IPS Panel Touchscreen 2560x1440,Intel Core i7 8550U 1.8GHz,2GB,512GB SSD +  256GB SSD,Intel Iris Graphics 550,Windows 7,2.38kg,280780.64706814603
44.64205882184434,Razer,Netbook,24,IPS Panel Touchscreen 1920x1200,Intel Celeron Dual Core N3350 2.0GHz,8GB,128GB HDD,Nvidia GeForce 920MX ,No OS,4.36kg,175185.22679058285
110.2171254262217,Acer,Ultrabook,15,IPS Panel Retina Display 2560x1600,Intel Core M 6Y75 1.2GHz,8GB,16GB SSD,Nvidia GeForce 930MX ,No OS,4.14kg,118651.95633758797
198.96508734770953,MSI,Gaming,17,IPS Panel Full HD / Touchscreen 1920x1080,AMD A10-Series 9600P 2.4GHz,64GB,512GB SSD,AMD Radeon 540,Linux,1.22kg,31669.69547899028
939.71613567291,Lenovo,Netbook,14,Touchscreen / Quad HD+ 3200x1800,AMD A12-Series 9700P 2.5GHz,64GB,256GB SSD +  500GB HDD,Intel HD Graphics 515,Mac OS X,3.35kg,240830.7844615984
923.8781430191431,Fujitsu,Workstation,12,Touchscreen / Full HD 1920x1080,AMD E-Series 6110 1.5GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 930MX,Chrome OS,3.4kg,18573.528228801126
369.62026328270383,Google,Notebook,17.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7440HQ 2.8GHz,6GB,256GB Flash Storage,Nvidia GeForce GTX 950M,Windows 10 S,2.17kg,118104.89247896902
141.92036083569815,MSI,Notebook,13,IPS Panel Full HD 2560x1440,Intel Core i7 6820HQ 2.7GHz,12GB,64GB Flash Storage,Intel HD Graphics 500,Mac OS X,2.6kg,226059.14920778497
381.6912217397017,Razer,Notebook,13.9,IPS Panel Full HD 2560x1440,Intel Core i5 6260U 1.8GHz,16GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Mac OS X,2.99kg,9684.420020072146
699.7088315727817,Huawei,2 in 1 Convertible,25.6,IPS Panel Touchscreen 2400x1600,AMD Ryzen 1700 3GHz,64GB,64GB Flash Storage +  1TB HDD,Intel HD Graphics 6000,Chrome OS,1.35kg,318476.3599703098
27.507061361605402,Apple,Workstation,11.3,IPS Panel Full HD 2560x1440,Intel Core i7 7500U 2.7GHz,12GB,240GB SSD,Intel HD Graphics 6000,Windows 10,1.08kg,86514.65638133229
951.097593138878,LG,Netbook,14.1,Full HD / Touchscreen 1920x1080,AMD A10-Series 9620P 2.5GHz,16GB,32GB Flash Storage,AMD Radeon R5 M430,No OS,0.91kg,200925.28620029415
764.7292747475578,Mediacom,Netbook,13.9,IPS Panel 4K Ultra HD 3840x2160,Intel Celeron Quad Core N3710 1.6GHz,24GB,128GB SSD,Intel Iris Plus Graphics 640,No OS,1.75kg,310524.4400095372
1056.5169091312541,Acer,Ultrabook,14.1,IPS Panel Quad HD+ 2560x1440,Intel Core i7 7600U 2.8GHz,1GB,32GB Flash Storage,AMD Radeon Pro 555,Chrome OS,7.2kg,229666.40296788665
272.5741887694924,Razer,Workstation,33.5,IPS Panel Full HD 2160x1440,AMD FX 9830P 3GHz,8GB,2TB HDD,Nvidia Quadro M2200M,Windows 7,1.41kg,137393.2279030428
954.6115059835213,Mediacom,Ultrabook,25.6,IPS Panel 1366x768,Intel Core i3 6100U 2.3GHz,32GB,512GB SSD +  2TB HDD,Intel Iris Graphics 550,Linux,3.21kg,217707.18604467413
195.8559521369419,Samsung,Notebook,14,IPS Panel Full HD / Touchscreen 1920x1080,AMD A10-Series A10-9620P 2.5GHz,16GB,508GB Hybrid,Nvidia Quadro M2000M,No OS,1.74kg,128057.39299198904
613.2634715862815,Chuwi,Workstation,15.6,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 960,No OS,2.17kg,88319.95295928376
1028.9357604025258,Razer,Workstation,31.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6920HQ 2.9GHz,1GB,128GB Flash Storage,Intel Iris Graphics 550,Android,1.94kg,152732.26124716483
418.82920043820627,HP,2 in 1 Convertible,12.3,4K Ultra HD 3840x2160,AMD A9-Series 9410 2.9GHz,8GB,2TB HDD,Nvidia GeForce GTX 1080,Windows 7,2.04kg,264002.1094055854
404.2568276359182,Huawei,2 in 1 Convertible,14.1,IPS Panel Quad HD+ 3200x1800,Intel Core M 1.1GHz,16GB,1TB HDD +  1TB HDD,AMD Radeon RX 550,Linux,2.20kg,57477.24903014185
1154.5823204071196,Xiaomi,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,16GB,?,Nvidia GeForce GTX 1060,Mac OS X,2.32kg,274382.34013633186
1122.2361042285909,MSI,Ultrabook,14,IPS Panel Full HD 2560x1440,Intel Atom x5-Z8300 1.44GHz,64GB,1TB SSD,Intel HD Graphics 510,Windows 7,1.36kg,66572.19647484708
699.6592574965574,Samsung,Ultrabook,27.3,1366x768,Intel Core i5 2.3GHz,16GB,32GB HDD,AMD Radeon RX 550,Windows 10 S,3.49kg,84219.31697729329
371.07280916514685,Asus,Ultrabook,35.6,1366x768,AMD FX 8800P 2.1GHz,1GB,1.0TB Hybrid,AMD Radeon R5 520,Android,1.43kg,220049.6814438164
175.29604106977825,Dell,Netbook,12.5,Full HD 1920x1080,Intel Core i5 3.1GHz,24GB,256GB SSD +  1.0TB Hybrid,AMD Radeon Pro 455,Windows 10 S,1.41kg,292973.0244256321
634.6295256678036,HP,Netbook,11.6,IPS Panel 1366x768,Intel Core i7 7560U 2.4GHz,32GB,512GB SSD,AMD FirePro W4190M ,macOS,2.3kg,231463.7842622341
955.9053856579505,Apple,Notebook,13.5,Touchscreen / Full HD 1920x1080,Intel Core i7 2.2GHz,1GB,128GB Flash Storage,Intel Iris Plus Graphics 650,macOS,2.72kg,90228.42932198386
413.963792045039,HP,Workstation,?,IPS Panel Full HD 1920x1080,AMD E-Series 6110 1.5GHz,16GB,1TB HDD,Intel Iris Pro Graphics,No OS,2.99kg,99302.55667650746
1173.4360566769105,Apple,Notebook,18.4,Touchscreen / Quad HD+ 3200x1800,Intel Core i7 6560U 2.2GHz,64GB,256GB SSD,AMD Radeon R4 Graphics,Windows 10,1.9kg,269346.22212421446
1066.1518323576126,Toshiba,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1366x768,Intel Core M 1.2GHz,4GB,1TB SSD,Intel HD Graphics 615,Windows 10,2.77kg,302481.7369285996
697.1174088741083,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD 2560x1440,AMD A6-Series 7310 2GHz,2GB,512GB SSD +  1TB HDD,Intel HD Graphics 620,Chrome OS,1.2kg,58639.93188687604
616.3298232865152,Lenovo,Gaming,11.6,Touchscreen 2400x1600,Intel Core i5 1.3GHz,24GB,500GB HDD,Nvidia GeForce 150MX,macOS,1.78kg,36613.22919469345
539.0019080780777,Microsoft,Gaming,25.6,1440x900,Intel Core i5 2.0GHz,4GB,256GB Flash Storage,Nvidia GeForce 930MX,Android,2.36kg,118185.73759360865
303.960353977014,Huawei,Notebook,17,IPS Panel Touchscreen 2400x1600,Intel Core i7 7820HK 2.9GHz,1GB,180GB SSD,Intel HD Graphics 520,Android,8.4kg,31582.585067063977
426.94239538829873,Toshiba,Workstation,?,1920x1080,AMD A9-Series 9420 3GHz,64GB,16GB Flash Storage,Nvidia Quadro M1200,Mac OS X,1.84kg,104552.95984274901
517.6854769431715,LG,Notebook,13.5,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2.2GHz,24GB,500GB HDD,Nvidia GeForce GTX 940M,Windows 7,2.05kg,49499.78109912826
952.5089018315043,Vero,Ultrabook,25.6,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,12GB,16GB SSD,Intel Iris Plus Graphics 640,Windows 7,2.24kg,311288.49978965684
1284.6413740032433,Acer,Notebook,12,IPS Panel Touchscreen 2560x1440,Intel Core i3 6006U 2GHz,2GB,1.0TB HDD,Nvidia GeForce 960M,Windows 10,2.06kg,148458.33269635437
987.1044838348322,Google,Gaming,33.5,IPS Panel Touchscreen 2400x1600,Intel Core M 6Y54 1.1GHz,6GB,240GB SSD,Intel HD Graphics 620 ,Windows 10,1.25kg,54701.5260769688
603.269300398347,Asus,Netbook,13.9,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series A9-9420 3GHz,8GB,1TB SSD,Nvidia GeForce GTX 960,Windows 10 S,3.74kg,181447.7799611633
565.4394411208776,LG,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3060 1.60GHz,1GB,32GB HDD,Nvidia Quadro M620,Windows 10 S,1.28kg,323249.44445091864
279.55021905772827,Samsung,Notebook,15,IPS Panel Touchscreen 2400x1600,AMD Ryzen 1600 3.2GHz,24GB,512GB SSD +  256GB SSD,Nvidia Quadro M3000M,Mac OS X,1.68kg,185849.66764313699
630.3661018226827,Apple,Netbook,18.4,Quad HD+ 3200x1800,AMD A9-Series 9410 2.9GHz,8GB,32GB Flash Storage,Intel Iris Graphics 540,Windows 10 S,4.3kg,315857.4220954569
787.5550582621823,Chuwi,Ultrabook,35.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Atom x5-Z8350 1.44GHz,1GB,8GB SSD,Nvidia Quadro M500M,Linux,1.8kg,18986.082198711163
1250.5424240900027,Dell,Ultrabook,13.9,IPS Panel Full HD 2160x1440,Intel Xeon E3-1535M v6 3.1GHz,2GB,256GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Android,2.4kg,131788.8026562845
949.1258672361694,HP,Notebook,13.3,2560x1440,Intel Core i7 2.2GHz,64GB,32GB SSD,Nvidia GeForce 920M,Windows 7,2.2kg,299665.51923064224
91.0209595734082,Huawei,Workstation,13.3,IPS Panel Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,32GB,8GB SSD,Nvidia GeForce GTX 1050 Ti,Chrome OS,1.21kg,205088.10208330062
1139.9006670348924,Dell,Ultrabook,27.3,Touchscreen 2400x1600,Intel Pentium Dual Core N4200 1.1GHz,2GB,?,AMD Radeon R7 M360,Android,1.45kg,293938.2372895833
207.32515762924598,Toshiba,Notebook,33.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7560U 2.4GHz,2GB,16GB Flash Storage,Nvidia GeForce GTX 950M,macOS,2.19kg,260382.167662439
657.7325909296233,HP,Notebook,14.1,IPS Panel Full HD 1366x768,Intel Pentium Quad Core N3700 1.6GHz,24GB,64GB SSD,AMD Radeon R5,Windows 10 S,3.42kg,250486.30758865524
1275.2444204048722,Google,Workstation,18.4,Touchscreen / Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,6GB,512GB SSD +  1TB HDD,Nvidia GeForce 930M,No OS,0.0002kg,225828.50218431544
429.4358271611627,Asus,Netbook,17.3,IPS Panel Quad HD+ 3200x1800,Intel Celeron Dual Core 3855U 1.6GHz,12GB,32GB Flash Storage,AMD Radeon R9 M385,No OS,2.67kg,216619.76398878312
727.9530797140928,Lenovo,Workstation,14,IPS Panel 4K Ultra HD 3840x2160,Intel Core i3 6006U 2GHz,32GB,256GB SSD +  500GB HDD,AMD Radeon R5,Android,1.15kg,286682.0687088309
653.5553093663866,Dell,Gaming,25.6,Touchscreen / Full HD 1920x1080,Intel Celeron Dual Core N3350 2GHz,2GB,256GB SSD +  256GB SSD,Nvidia GeForce 930MX,Mac OS X,2.17kg,77454.7299424574
839.7992526224101,Acer,Ultrabook,13.9,IPS Panel Touchscreen 1920x1200,Intel Core i3 7100U 2.4GHz,16GB,180GB SSD,AMD Radeon 520,No OS,2.8kg,165362.47829552813
1217.3590594206094,Google,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Intel Core M M3-6Y30 0.9GHz,4GB,256GB SSD +  2TB HDD,Nvidia Quadro M2200,Windows 10 S,3.78kg,37888.74768363279
923.673130016083,LG,Workstation,12.3,Full HD 1920x1080,Intel Core i3 6100U 2.1GHz,12GB,500GB HDD,Nvidia GeForce GTX 970M,Windows 10 S,2.71kg,306233.63371093845
62.653664390442444,Vero,Netbook,15.6,2560x1440,Intel Core i5 7200U 2.50GHz,1GB,240GB SSD,Nvidia GeForce MX150,macOS,1.88kg,320267.1337648912
1269.236036052842,HP,Ultrabook,13.5,IPS Panel 4K Ultra HD 3840x2160,Intel Core M 7Y30 1.0GHz,16GB,512GB SSD +  2TB HDD,AMD FirePro W6150M,Linux,2.05kg,143283.071059315
666.110254837398,Toshiba,Workstation,17,IPS Panel Touchscreen 1366x768,Intel Core i5 6200U 2.3GHz,1GB,1TB SSD,Intel HD Graphics,Windows 7,2.7kg,131154.22014554834
14.847587852942507,Asus,Netbook,15,IPS Panel Full HD 2560x1440,Intel Core M 1.2GHz,1GB,508GB Hybrid,Intel HD Graphics 530,Windows 7,2.38kg,142247.34481651546
623.9598404407004,Razer,2 in 1 Convertible,35.6,IPS Panel Full HD 1920x1200,Intel Core i5 6200U 2.3GHz,32GB,32GB Flash Storage,Intel UHD Graphics 620,Linux,2.17kg,276889.9956861157
515.2719300189644,Asus,Netbook,24,Touchscreen / Full HD 1920x1080,Intel Celeron Dual Core N3060 1.6GHz,12GB,128GB SSD,Nvidia GeForce GTX 960M,Chrome OS,3.35kg,137821.47235207315
290.0398135762916,Lenovo,2 in 1 Convertible,11.6,IPS Panel Quad HD+ 3200x1800,Intel Celeron Dual Core N3350 1.1GHz,24GB,64GB Flash Storage +  1TB HDD,Nvidia GeForce GTX 940M,Mac OS X,1.13kg,307064.4558259863
641.1675149694717,Toshiba,2 in 1 Convertible,?,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 7Y75 1.3GHz,4GB,?,Nvidia GeForce GTX 960,Windows 10 S,3.6kg,81760.11108999417
152.4609435321326,LG,Notebook,13.9,IPS Panel Retina Display 2736x1824,Intel Core M 6Y54 1.1GHz,24GB,256GB SSD +  256GB SSD,Nvidia Quadro M3000M,macOS,2.23kg,306268.7723551919
123.62928460492134,Xiaomi,2 in 1 Convertible,12,1600x900,Intel Core M 6Y54 1.1GHz,12GB,1.0TB HDD,AMD Radeon Pro 455,Windows 10 S,2.38kg,168015.87941947608
1259.2327604949626,Huawei,Notebook,10.1,Touchscreen 2560x1440,AMD A4-Series 7210 2.2GHz,4GB,1TB HDD +  1TB HDD,ARM Mali T860 MP4,Chrome OS,1.38kg,29737.626743449597
203.39051423709773,Apple,Netbook,12,IPS Panel Touchscreen 1366x768,Intel Atom x5-Z8550 1.44GHz,8GB,32GB Flash Storage,AMD Radeon R5 520,Chrome OS,1.56kg,112844.09141877125
1021.9925493651709,Asus,Netbook,25.6,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.70GHz,4GB,1.0TB HDD,AMD FirePro W4190M ,Android,1.6kg,292929.26387693593
492.8784990481176,Microsoft,Notebook,14,IPS Panel Full HD 2160x1440,Intel Xeon E3-1505M V6 3GHz,16GB,64GB Flash Storage +  1TB HDD,Intel HD Graphics 515,Mac OS X,1.31kg,317203.7253960311
892.1697828627404,Toshiba,Notebook,11.6,IPS Panel Retina Display 2560x1600,Intel Core i7 2.7GHz,8GB,128GB Flash Storage,AMD FirePro W6150M,Chrome OS,2.29kg,171624.25094596134
654.9083790435051,Vero,Gaming,24,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,32GB,240GB SSD,Nvidia GeForce GTX 1080,macOS,4.4kg,322224.208122263
716.8684244530936,Vero,Notebook,14,Touchscreen 1366x768,Intel Core i3 6006U 2.0GHz,16GB,128GB Flash Storage,Nvidia GeForce 930M,Chrome OS,3.0kg,171995.0501836996
405.750204746067,MSI,2 in 1 Convertible,12.5,IPS Panel 1366x768,Intel Core i3 6006U 2.0GHz,64GB,256GB SSD +  2TB HDD,AMD Radeon R7 M460,Mac OS X,2.03kg,40245.27021876955
396.16107153882433,Google,Workstation,?,IPS Panel 2560x1440,AMD A9-Series 9420 3GHz,8GB,512GB SSD +  1TB HDD,Nvidia GeForce 920MX ,Mac OS X,1.14kg,293578.0561259966
361.14507611113606,Lenovo,Ultrabook,12,Touchscreen 1366x768,Intel Core i5 7300HQ 2.5GHz,24GB,512GB Flash Storage,Nvidia Quadro M620M,No OS,1.13kg,96487.12701937571
7.283460725299849,Microsoft,Notebook,31.6,Touchscreen / Quad HD+ 3200x1800,Intel Celeron Dual Core 3205U 1.5GHz,64GB,32GB Flash Storage,Nvidia GeForce 920M,macOS,2.45kg,157424.73738955613
1167.4037039620032,Mediacom,Gaming,?,IPS Panel Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4GB,1TB SSD,Nvidia GeForce GTX 970M,macOS,2.04kg,32054.207093488192
449.40814590470546,Toshiba,Netbook,25.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,12GB,1TB SSD,Nvidia Quadro M1000M,No OS,2.56kg,107978.79297033288
8.961011266463538,Microsoft,Workstation,25.6,Touchscreen / Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,2GB,1TB SSD,Intel Iris Graphics 540,Windows 10,2.26kg,317265.1562891537
470.99954873761476,Fujitsu,Ultrabook,24,IPS Panel Full HD 1920x1200,AMD Ryzen 1700 3GHz,24GB,256GB SSD +  500GB HDD,Nvidia GeForce 920MX,No OS,2.04kg,300109.0776668314
1136.0646684688766,MSI,Netbook,33.5,1600x900,Intel Celeron Dual Core N3060 1.6GHz,4GB,1TB SSD,AMD FirePro W4190M ,Android,3.14kg,222747.56296479216
